,id,no_chars
12262,0803.1110,360
12263,0803.3785,215
12264,0803.1785,503
12265,0803.3214,423
12266,0803.2968,408
12267,0803.2695,405
12268,0803.0269,392
12269,0803.1355,259
12270,0803.2858,675
12271,0803.4386,157
12272,0803.1120,268
12273,0803.1529,116
12274,0803.4477,344
12275,0803.3818,327
12276,0803.2827,262
12277,0803.3858,283
12278,0803.0886,199
12279,0803.2586,142
12280,0803.0215,215
12281,0803.1433,232
12282,0803.4493,195
12283,0803.4501,409
12284,0803.1626,431
12285,0803.2541,7068
12286,0803.2315,226
12287,0803.3490,514
12288,0803.0924,139
12289,0803.2177,354
12290,0803.1774,378
12291,0803.0843,379
12292,0803.0540,881
12293,0803.3895,425
12294,0803.0011,293
12295,0803.1261,129
12296,0803.2072,87
12297,0803.0089,204
12298,0803.3988,399
12299,0803.4197,352
12300,0803.1964,654
12301,0803.1228,264
12302,0803.2639,181
12303,0803.0588,174
12304,0803.3849,354
12305,0803.1866,217
12306,0803.4393,283
12307,0803.3980,127
12308,0803.0551,295
12309,0803.4421,313
12310,0803.3170,160
12311,0803.3517,388
12312,0803.3652,211
12313,0803.1972,277
12314,0803.2669,180
12315,0803.3246,384
12316,0803.2715,378
12317,0803.2833,467
12318,0803.3062,153
12319,0803.2201,432
12320,0803.3500,228
12321,0803.3806,645
12322,0803.2269,120
12323,0803.2496,147
12324,0803.2577,246
12325,0803.0657,467
12326,0803.3817,401
12327,0803.1919,370
12328,0803.4075,651
12329,0803.2840,1305
12330,0803.3371,244
12331,0803.1689,265
12332,0803.2947,381
12333,0803.2677,414
12334,0803.0536,391
12335,0803.3610,470
12336,0803.2462,272
12337,0803.1450,114
12338,0803.2034,152
12339,0803.2122,279
12340,0803.3714,312
12341,0803.0264,593
12342,0803.0637,373
12343,0803.3568,400
12344,0803.1028,197
12345,0803.4343,110
12346,0803.1098,299
12347,0803.0073,139
12348,0803.0677,543
12349,0803.4073,251
12350,0803.0275,386
12351,0803.3389,507
12352,0803.0979,439
12353,0803.0179,170
12354,0803.3546,435
12355,0803.3912,43132
12356,0803.3624,589
12357,0803.3725,199
12358,0803.2409,244
12359,0803.0114,427
12360,0803.1231,305
12361,0803.2769,150
12362,0803.0355,131
12363,0803.2264,245
12364,0803.3582,290
12365,0803.1661,315
12366,0803.3098,193
12367,0803.1088,280
12368,0803.1272,211
12369,0803.2689,1014
12370,0803.3105,249
12371,0803.2783,302
12372,0803.0939,303
12373,0803.2497,338
12374,0803.1623,249
12375,0803.0523,387
12376,0803.1493,651
12377,0803.0214,411
12378,0803.3673,253
12379,0803.4027,642
12380,0803.1417,476
12381,0803.0438,334
12382,0803.0378,264
12383,0803.0109,235
12384,0803.1908,210
12385,0803.3047,549
12386,0803.3711,258
12387,0803.3387,330
12388,0803.2854,276
12389,0803.4097,736
12390,0803.0671,344
12391,0803.3149,412
12392,0803.0106,194
12393,0803.2925,314
12394,0803.4404,131
12395,0803.1323,319
12396,0803.3304,235
12397,0803.1354,456
12398,0803.4162,943
12399,0803.1222,171
12400,0803.1141,98
12401,0803.0291,360
12402,0803.1592,177
12403,0803.2896,397
12404,0803.2670,277
12405,0803.0048,333
12406,0803.3569,416
12407,0803.0084,596
12408,0803.3908,206
12409,0803.2883,359
12410,0803.2180,115
12411,0803.3815,138
12412,0803.1007,321
12413,0803.0312,628
12414,0803.1992,306
12415,0803.1445,321
12416,0803.2077,117
12417,0803.0353,147
12418,0803.1172,205
12419,0803.2342,218
12420,0803.2448,455
12421,0803.1420,325
12422,0803.4292,133
12423,0803.3340,482
12424,0803.0468,303
12425,0803.1174,856
12426,0803.0726,116
12427,0803.4131,564
12428,0803.1546,476
12429,0803.3001,128
12430,0803.1055,376
12431,0803.1066,999
12432,0803.3462,1577
12433,0803.2565,460
12434,0803.1895,243
12435,0803.1730,256
12436,0803.1178,495
12437,0803.4359,625
12438,0803.0226,366
12439,0803.4190,352
12440,0803.0389,616
12441,0803.2084,499
12442,0803.3410,328
12443,0803.1130,196
12444,0803.0442,199
12445,0803.1886,516
12446,0803.0586,503
12447,0803.2174,300
12448,0803.0489,494
12449,0803.2049,306
12450,0803.2350,261
12451,0803.2560,255
12452,0803.0026,363
12453,0803.1448,227
12454,0803.2487,223
12455,0803.0661,231
12456,0803.1390,94
12457,0803.1090,160
12458,0803.3265,448
12459,0803.0577,430
12460,0803.3118,8141
12461,0803.2451,780
12462,0803.2614,373
12463,0803.3338,303
12464,0803.0549,524
12465,0803.1397,347
12466,0803.4332,202
12467,0803.2148,256
12468,0803.0454,628
12469,0803.2543,339
12470,0803.0474,417
12471,0803.4374,104
12472,0803.4497,230
12473,0803.2551,222
12474,0803.3441,436
12475,0803.0999,199
12476,0803.1625,491
12477,0803.3914,820
12478,0803.0083,1005
12479,0803.4422,511
12480,0803.2561,290
12481,0803.3453,288
12482,0803.3013,167
12483,0803.2061,193
12484,0803.1517,281
12485,0803.4091,432
12486,0803.4262,1000
12487,0803.2232,611
12488,0803.4368,125
12489,0803.2871,434
12490,0803.1449,823
12491,0803.2035,178
12492,0803.1878,414
12493,0803.2216,137
12494,0803.1951,457
12495,0803.1784,210
12496,0803.2322,355
12497,0803.1243,244
12498,0803.0248,147
12499,0803.2824,260
12500,0803.4163,281
12501,0803.3141,89
12502,0803.0393,315
12503,0803.1722,769
12504,0803.0995,194
12505,0803.0330,572
12506,0803.3018,144
12507,0803.1439,451
12508,0803.1422,355
12509,0803.0706,460
12510,0803.0621,638
12511,0803.3447,493
12512,0803.3814,330
12513,0803.0693,319
12514,0803.4096,360
12515,0803.4019,316
12516,0803.0653,385
12517,0803.2978,651
12518,0803.0385,821
12519,0803.3233,311
12520,0803.2897,716
12521,0803.1086,524
12522,0803.3495,532
12523,0803.1480,256
12524,0803.1845,104
12525,0803.1235,150
12526,0803.0098,241
12527,0803.0527,329
12528,0803.0793,2869
12529,0803.3302,156
12530,0803.3113,211
12531,0803.1277,329
12532,0803.2538,442
12533,0803.0500,120
12534,0803.3159,196
12535,0803.0493,27456
12536,0803.1674,281
12537,0803.4211,447
12538,0803.3027,244
12539,0803.0316,198
12540,0803.1832,496
12541,0803.1742,643
12542,0803.3777,377
12543,0803.0258,431
12544,0803.3779,20503
12545,0803.3532,346
12546,0803.3242,212
12547,0803.2248,154
12548,0803.0426,525
12549,0803.1145,183
12550,0803.2996,129
12551,0803.4429,704
12552,0803.2353,103
12553,0803.4308,320
12554,0803.4318,326
12555,0803.2406,262
12556,0803.2435,615
12557,0803.2812,229
12558,0803.0189,693
12559,0803.3719,288
12560,0803.3439,325
12561,0803.0259,957
12562,0803.0555,288
12563,0803.1750,778
12564,0803.1519,109
12565,0803.3376,534
12566,0803.1025,170
12567,0803.2935,349
12568,0803.2169,160
12569,0803.1181,564
12570,0803.2734,130
12571,0803.3158,237
12572,0803.1348,126
12573,0803.2728,821
12574,0803.4003,656
12575,0803.0525,316
12576,0803.0602,355
12577,0707.2971,601
12578,0707.0374,150
12579,0707.1536,165
12580,0707.1189,330
12581,0707.1253,628
12582,0707.0241,141
12583,0707.2491,709
12584,0707.1595,187
12585,0707.0837,185
12586,0707.3972,258899
12587,0707.3968,170
12588,0707.2770,578
12589,0707.3617,195
12590,0707.0491,32450
12591,0707.2142,417
12592,0707.1727,387
12593,0707.4139,489
12594,0707.2975,295
12595,0707.2373,511
12596,0707.3847,188
12597,0707.4307,352
12598,0707.3938,291
12599,0707.0797,386
12600,0707.1303,1337
12601,0707.2094,237
12602,0707.0999,656
12603,0707.3990,262
12604,0707.0152,110
12605,0707.1636,292
12606,0707.0567,1445
12607,0707.0498,232
12608,0707.4255,126
12609,0707.1374,36803
12610,0707.3757,359
12611,0707.3132,487
12612,0707.2051,603
12613,0707.3191,199
12614,0707.1662,991
12615,0707.4138,783
12616,0707.2667,429
12617,0707.0969,211
12618,0707.2572,257
12619,0707.3770,665
12620,0707.2078,405
12621,0707.3400,13251
12622,0707.3429,177
12623,0707.1576,335
12624,0707.2906,309
12625,0707.2337,169
12626,0707.3517,322
12627,0707.0659,395
12628,0707.1838,99
12629,0707.0030,443
12630,0707.0257,161
12631,0707.3528,158
12632,0707.4285,669
12633,0707.4463,354
12634,0707.1820,264
12635,0707.0691,398
12636,0707.3361,449
12637,0707.4124,141
12638,0707.2857,600
12639,0707.3700,207
12640,0707.1714,161
12641,0707.0549,516
12642,0707.3489,68
12643,0707.3794,120
12644,0707.2858,296
12645,0707.0373,237
12646,0707.0468,353
12647,0707.0765,517
12648,0707.4369,929
12649,0707.1693,396
12650,0707.3934,724
12651,0707.2381,423
12652,0707.3530,246
12653,0707.1262,512
12654,0707.3027,271
12655,0707.1496,165
12656,0707.0768,643
12657,0707.0710,462
12658,0707.0644,120
12659,0707.0503,279
12660,0707.2778,793
12661,0707.0438,403
12662,0707.1715,97
12663,0707.1502,61
12664,0707.4085,326
12665,0707.1977,341
12666,0707.4176,900
12667,0707.1874,169
12668,0707.4123,374
12669,0707.4100,453
12670,0707.2869,464
12671,0707.1908,303
12672,0707.3293,334
12673,0707.0863,400
12674,0707.1101,303
12675,0707.4242,265
12676,0707.3315,119
12677,0707.2597,280
12678,0707.0967,211
12679,0707.3693,407
12680,0707.0684,412
12681,0707.3331,243
12682,0707.0490,619
12683,0707.4560,482
12684,0707.3089,436
12685,0707.0819,671
12686,0707.1854,347
12687,0707.3449,130
12688,0707.3634,438
12689,0707.4473,518
12690,0707.2566,692
12691,0707.3395,278
12692,0707.3446,469
12693,0707.3405,691
12694,0707.0948,415
12695,0707.2366,300
12696,0707.1587,1907
12697,0707.4309,446
12698,0707.2451,198
12699,0707.0693,279
12700,0707.0920,461
12701,0707.2325,315
12702,0707.3154,169
12703,0707.3575,152
12704,0707.4257,185
12705,0707.3600,323
12706,0707.2614,354
12707,0707.0561,640
12708,0707.3932,585
12709,0707.3668,222
12710,0707.3805,213
12711,0707.2622,666
12712,0707.2747,326
12713,0707.0838,460
12714,0707.2830,621
12715,0707.3189,283
12716,0707.3896,121
12717,0707.2851,359
12718,0707.1315,182
12719,0707.1334,320
12720,0707.3118,430
12721,0707.4445,243
12722,0707.2111,505
12723,0707.2841,705
12724,0707.1148,263
12725,0707.2522,243
12726,0707.0234,242
12727,0707.1515,175
12728,0707.1185,535
12729,0707.1748,26688
12730,0707.4554,245
12731,0707.1885,436
12732,0707.2764,349
12733,0707.3641,401
12734,0707.1809,147
12735,0707.2578,102
12736,0707.2959,358
12737,0707.3721,392
12738,0707.0899,241
12739,0707.0020,308
12740,0707.3992,212
12741,0707.0285,214
12742,0707.2428,342
12743,0707.4330,247
12744,0707.1740,599
12745,0707.3806,294
12746,0707.0674,362
12747,0707.0634,382
12748,0707.1466,132
12749,0707.2082,334
12750,0707.1433,418
12751,0707.2408,157
12752,0707.1058,147
12753,0707.0648,141
12754,0707.3190,140
12755,0707.1422,222
12756,0707.4000,166
12757,0707.4628,504
12758,0707.2787,407
12759,0707.0425,97
12760,0707.3246,980
12761,0707.2570,639
12762,0707.1959,331
12763,0707.2796,178
12764,0707.4042,301
12765,0707.0092,198
12766,0707.0841,334
12767,0707.0880,272
12768,0707.2179,195
12769,0707.3281,393
12770,0707.0578,316
12771,0707.4393,698
12772,0707.2502,630
12773,0707.1047,288
12774,0707.4185,211
12775,0707.0521,747
12776,0707.1266,178
12777,0707.1775,223
12778,0707.2712,296
12779,0707.3033,236
12780,0707.4485,348
12781,0707.2219,644
12782,0707.3818,668
12783,0707.0705,375
12784,0707.4210,237
12785,0707.0306,565
12786,0707.4197,186
12787,0707.4466,275
12788,0707.2368,355
12789,0707.4097,257
12790,0707.4425,285
12791,0707.4102,136
12792,0707.3258,478
12793,0707.3636,235
12794,0707.4593,368
12795,0707.2146,725
12796,0707.0830,289
12797,0707.3115,120
12798,0707.1020,420
12799,0707.2166,289
12800,0707.0694,782
12801,0707.4361,286
12802,0707.3973,425
12803,0707.0607,138
12804,0707.0395,334
12805,0707.2581,224
12806,0707.2248,130
12807,0707.1786,123
12808,0707.0997,123
12809,0707.0201,184
12810,0707.4158,277
12811,0707.1942,384
12812,0707.3037,715
12813,0707.1674,378
12814,0707.4565,135
12815,0707.0195,203
12816,0707.2492,345
12817,0707.2284,594
12818,0707.2914,124
12819,0707.0455,446
12820,0707.3287,655
12821,0707.3764,649
12822,0707.2344,234
12823,0707.1069,84
12824,0707.0877,374
12825,0707.3465,872
12826,0707.2170,279
12827,0707.0258,140
12828,0707.1046,443
12829,0707.3441,592
12830,0707.1994,723
12831,0707.4306,375
12832,0707.3646,256
12833,0707.0397,362
12834,0707.3456,322
12835,0707.0778,324
12836,0707.1349,472
12837,0707.3766,237
12838,0707.0417,2428
12839,0707.2215,230
12840,0707.2036,654
12841,0707.2908,171
12842,0707.3410,128
12843,0707.2193,548
12844,0707.1141,560
12845,0707.2977,274
12846,0707.2384,368
12847,0707.0757,287
12848,0707.0643,424
12849,0707.3114,503
12850,0707.0537,639
12851,0707.3788,321
12852,0707.1945,274
12853,0707.0991,143
12854,0707.0364,116
12855,0707.2508,378
12856,0707.0755,250
12857,0707.0088,161
12858,0707.4112,247
12859,0707.1767,139
12860,0707.1339,385
12861,0707.1104,366
12862,0707.3789,77
12863,0707.1948,221
12864,0707.3809,1218
12865,0707.0921,323
12866,0707.4364,780
12867,0707.0661,332
12868,0707.2443,400
12869,0707.3382,628
12870,0707.2815,1556
12871,0707.3484,424
12872,0707.4019,871
12873,0707.2178,198
12874,0707.1577,125
12875,0707.3313,124
12876,0707.4165,298
12877,0707.3295,225
12878,0707.2232,555
12879,0707.3210,210
12880,0707.3103,127
12881,0707.0823,144
12882,0707.1265,470
12883,0707.3848,438
12884,0707.3815,401
12885,0707.0022,160
12886,0707.4368,347
12887,0707.1022,339
12888,0707.2676,271
12889,0707.2316,625
12890,0707.3954,357
12891,0707.1708,124
12892,0707.0365,656
12893,0707.4063,342
12894,0707.4440,581
12895,0707.3507,8
12896,0707.3478,82768
12897,0707.3832,194
12898,0707.3481,162
12899,0707.0816,397
12900,0707.3533,573
12901,0707.1573,404
12902,0707.0465,121
12903,0707.0437,117
12904,0707.3026,192
12905,0707.4658,547
12906,0707.3148,555
12907,0707.4472,371
12908,0707.0558,1680
12909,0707.3163,354
12910,0707.1300,197
12911,0707.3355,199
12912,0707.0964,739
12913,0707.4002,382
12914,0707.1902,124
12915,0707.4359,217
12916,0707.1878,597
12917,0707.1933,501
12918,0707.2673,485
12919,0707.2303,331
12920,0707.2929,146
12921,0707.2985,120
12922,0707.3531,1331
12923,0707.1542,113
12924,0707.2730,554
12925,0707.4065,749
12926,0707.4053,360
12927,0707.1112,345
12928,0707.1478,291
12929,0707.0511,425
12930,0707.4268,462
12931,0707.1063,180
12932,0707.3604,503
12933,0707.2820,169
12934,0707.2014,203
12935,0707.1974,401
12936,0707.2285,297
12937,0707.2748,419
12938,0707.1134,109
12939,0707.2379,256
12940,0707.3161,451
12941,0707.1768,416
12942,0707.3624,375
12943,0707.3063,172
12944,0707.3752,187
12945,0707.2252,231
12946,0707.1328,307
12947,0707.1038,346
12948,0707.0272,114
12949,0707.4293,2529
12950,0707.1397,353
12951,0707.2474,372
12952,0707.0739,630
12953,0707.4295,205
12954,0707.1605,86
12955,0707.1883,246
12956,0707.2250,492
12957,0707.3390,251
12958,0707.1860,143
12959,0707.4345,257
12960,0707.1225,158
12961,0707.4245,67539
12962,0707.1894,364
12963,0707.0479,282
12964,0707.3725,134
12965,0707.1900,676
12966,0707.4464,416
12967,0707.2720,428
12968,0707.1810,2842
12969,0707.1832,280
12970,0707.3454,448
12971,0707.0912,175
12972,0707.4168,314
12973,0707.3445,377
12974,0707.4382,265
12975,0707.3921,405
12976,0707.0945,813
12977,0707.3548,432
12978,0707.4389,148
12979,0707.0424,333
12980,0707.3235,206
12981,0707.0818,804
12982,0707.3877,258
12983,0707.3113,810
12984,0707.4023,813
12985,0707.0169,3729
12986,0707.3112,515
12987,0707.2928,417
12988,0707.2822,121
12989,0707.3273,438
12990,0707.0624,894
12991,0707.0748,5772
12992,0707.0098,113
12993,0707.3682,231
12994,0707.1210,1221
12995,0707.0311,157
12996,0707.4205,117
12997,0707.2203,412
12998,0707.0749,458
12999,0707.3984,363
13000,0707.4291,220
13001,0707.4526,398
13002,0707.2591,115
13003,0707.1915,244
13004,0707.1563,219
13005,0707.1616,32597
13006,0707.0332,209
13007,0707.3578,888
13008,0707.3979,464
13009,0707.2970,277
13010,0707.2871,381
13011,0707.0200,133
13012,0707.4541,1748
13013,0707.2950,297
13014,0707.2077,250
13015,0707.0252,353
13016,0707.4431,1822
13017,0707.1590,691
13018,0707.2542,125
13019,0707.3011,230
13020,0707.3961,615
13021,0707.1277,253
13022,0707.3639,463
13023,0707.2982,11885
13024,0707.3712,219
13025,0707.0380,404
13026,0707.2319,252
13027,0707.0789,284
13028,0707.2781,396
13029,0707.2257,163
13030,0707.4252,202
13031,0707.4446,342
13032,0707.0525,356
13033,0707.1710,93
13034,0707.4543,306
13035,0707.1639,344
13036,0707.2752,144
13037,0707.2896,757
13038,0707.1912,224
13039,0707.0707,113
13040,0707.3744,289
13041,0707.3188,163
13042,0707.2728,114
13043,0707.4524,163
13044,0707.2774,462
13045,0707.0769,345
13046,0707.4477,1333
13047,0707.2137,325
13048,0707.4062,231
13049,0707.3852,117
13050,0707.4366,589
13051,0707.1344,152
13052,0707.3018,636
13053,0707.0678,106
13054,0707.2852,874
13055,0707.0605,289
13056,0707.0897,360
13057,0707.2032,837
13058,0707.3457,184
13059,0707.3814,229
13060,0707.1472,259
13061,0707.1092,193
13062,0707.4484,577
13063,0707.2725,257
13064,0707.2055,341
13065,0707.1629,429
13066,0707.4568,338
13067,0707.0401,54199
13068,0707.2962,354
13069,0707.1128,325
13070,0707.3358,514
13071,0707.0399,394
13072,0707.0736,412
13073,0707.1557,644
13074,0707.4074,1250
13075,0707.3079,377
13076,0707.1965,2619
13077,0707.2426,202
13078,0707.0291,347
13079,0707.0925,612
13080,0707.2236,237
13081,0707.2649,1243
13082,0707.4104,127
13083,0707.4396,396
13084,0707.4003,101
13085,0707.2342,861
13086,0707.3508,197
13087,0707.2470,219
13088,0707.3518,322
13089,0707.0931,449
13090,0707.3704,155
13091,0707.1603,367
13092,0707.3278,407
13093,0707.3134,267
13094,0707.4314,203
13095,0707.2842,10
13096,0707.2495,634
13097,0707.3241,125
13098,0707.1230,451
13099,0707.3685,234
13100,0707.1313,158
13101,0707.0649,163
13102,0707.1690,336
13103,0707.2620,205
13104,0707.2393,107
13105,0707.3455,899
13106,0707.3370,310
13107,0707.4493,449
13108,0707.3138,116
13109,0707.4201,134
13110,0707.3962,431
13111,0707.3284,1941
13112,0707.4010,530
13113,0707.3763,298
13114,0707.3780,262
13115,0707.4147,413
13116,0707.0227,278
13117,0707.0810,714
13118,0707.2836,461
13119,0707.2814,118
13120,0707.0793,218
13121,0707.1909,318
13122,0707.3949,122
13123,0707.3503,608
13124,0707.1075,21550
13125,0707.4179,394
13126,0707.3671,387
13127,0707.2530,612
13128,0707.1818,356
13129,0707.3742,401
13130,0707.3653,296
13131,0707.1756,132
13132,0707.4013,875
13133,0707.4161,339
13134,0707.2639,309
13135,0707.1468,110
13136,0707.1380,610
13137,0707.1606,164
13138,0707.2889,356
13139,0707.0131,429
13140,0707.3905,345
13141,0707.4379,276
13142,0707.2299,309
13143,0707.1752,575
13144,0707.2069,222
13145,0707.3726,207
13146,0707.0162,370
13147,0707.2255,510
13148,0707.4580,242
13149,0707.2395,418
13150,0707.3545,141
13151,0707.1232,644
13152,0707.2638,407
13153,0707.1689,374
13154,0707.0218,244
13155,0707.0572,389
13156,0707.0708,411
13157,0707.2583,180
13158,0707.3433,377
13159,0707.0672,676
13160,0707.2986,131
13161,0707.3111,222
13162,0707.2601,502
13163,0707.3941,700
13164,0707.2682,193
13165,0707.2840,1972
13166,0707.1389,144
13167,0707.3102,218
13168,0707.2247,211
13169,0707.2777,608
13170,0707.2794,800
13171,0707.1144,143
13172,0707.1066,204
13173,0707.1553,193
13174,0707.1470,463
13175,0707.3536,99
13176,0707.0918,480
13177,0707.2478,434
13178,0707.2602,129
13179,0707.4613,752
13180,0707.0006,500
13181,0707.1021,173
13182,0707.3340,141
13183,0707.0454,182
13184,0707.4404,322
13185,0707.0372,146
13186,0707.2447,150
13187,0707.2826,555
13188,0707.1438,390
13189,0707.2910,188
13190,0707.4311,141
13191,0707.1551,390
13192,0707.1739,146
13193,0707.3124,675
13194,0707.0606,188
13195,0707.3811,360
13196,0707.4207,198
13197,0707.4371,522
13198,0707.1062,401
13199,0707.0148,295
13200,0707.1827,356
13201,0707.4320,260
13202,0707.1743,123
13203,0707.3009,378
13204,0707.3307,438
13205,0707.1430,377
13206,0707.0858,227
13207,0707.1685,360
13208,0707.2116,142
13209,0707.1759,606
13210,0707.3597,196
13211,0707.2588,398
13212,0707.1699,255
13213,0707.0212,379
13214,0707.1668,194
13215,0707.1368,117
13216,0707.0036,69550
13217,0707.2783,61
13218,0707.0842,315
13219,0707.0857,309
13220,0707.0066,1084
13221,0707.3335,1306
13222,0707.4650,521
13223,0707.3648,266
13224,0707.0879,270
13225,0707.0305,724
13226,0707.0344,109
13227,0707.0226,353
13228,0707.2154,309
13229,0707.1540,60649
13230,0707.1149,481
13231,0707.3244,174
13232,0707.1919,282
13233,0707.2386,539
13234,0707.0323,302
13235,0707.2773,400
13236,0707.2926,117
13237,0707.2417,339
13238,0707.1233,402
13239,0707.0284,172
13240,0707.1447,151
13241,0707.3458,250
13242,0707.0550,754
13243,0707.3461,307
13244,0707.1000,255
13245,0707.3193,244
13246,0707.4528,135
13247,0707.0544,515
13248,0707.1696,644
13249,0707.3202,495
13250,0707.3336,415
13251,0707.0163,132
13252,0707.1975,334
13253,0707.1544,352
13254,0707.4225,252
13255,0707.4633,120
13256,0707.3125,414
13257,0707.0464,301
13258,0707.0541,574
13259,0707.1594,633
13260,0707.1051,115
13261,0707.4246,340
13262,0707.3971,154
13263,0707.2064,291
13264,0707.2027,278
13265,0707.3368,585
13266,0707.4270,894
13267,0707.4265,120
13268,0707.3388,1404
13269,0707.3702,260
13270,0707.0122,211
13271,0707.2927,137
13272,0707.2409,294
13273,0707.1880,597
13274,0707.0862,516
13275,0707.0992,299
13276,0707.1482,455
13277,0707.1310,394
13278,0707.0267,672
13279,0707.3598,133
13280,0707.2598,363
13281,0707.1464,191
13282,0707.4514,402
13283,0707.0889,125
13284,0707.2666,748
13285,0707.1343,357
13286,0707.1611,349
13287,0707.4626,338
13288,0707.2688,305
13289,0707.2063,325
13290,0707.2059,376
13291,0707.1347,415
13292,0707.0690,253
13293,0707.0698,233
13294,0707.4127,799
13295,0707.2181,270
13296,0707.1550,157
13297,0707.3175,220
13298,0707.3563,471
13299,0707.0013,151
13300,0707.2823,460
13301,0707.4640,324
13302,0707.0069,598
13303,0707.1841,525
13304,0707.1050,683
13305,0707.1731,153
13306,0707.1641,461
13307,0707.0208,105
13308,0707.3673,469
13309,0707.0064,354
13310,0707.2225,564
13311,0707.4513,232
13312,0707.1403,577
13313,0707.3182,222
13314,0707.1227,554
13315,0707.1337,129
13316,0707.1308,264
13317,0707.0598,1695
13318,0707.2114,241
13319,0707.0718,117
13320,0707.0312,167
13321,0707.4341,320
13322,0707.2881,590
13323,0707.1103,424
13324,0707.4331,218
13325,0707.1248,491
13326,0707.0764,255
13327,0707.3505,415
13328,0707.3227,420
13329,0707.3052,122
13330,0707.3753,232
13331,0707.3601,595
13332,0707.0831,165
13333,0707.0666,243
13334,0707.3141,398
13335,0707.0086,991
13336,0707.4507,321
13337,0707.3681,265
13338,0707.0298,1057
13339,0707.2657,216
13340,0707.1219,561
13341,0707.2233,234
13342,0707.3552,1191
13343,0707.0329,112
13344,0707.1439,295
13345,0707.0886,328
13346,0707.2436,159
13347,0707.1951,371
13348,0707.1614,692
13349,0707.0689,315
13350,0707.0442,1609
13351,0707.2182,179
13352,0707.4663,366
13353,0707.2206,182
13354,0707.2804,380
13355,0707.2663,166
13356,0707.1393,494
13357,0707.3718,556
13358,0707.1957,294
13359,0707.0742,652
13360,0707.2054,163
13361,0707.4479,772
13362,0707.1546,252
13363,0707.2024,613
13364,0707.0333,511
13365,0707.2004,585
13366,0707.0221,290
13367,0707.0423,281
13368,0707.0134,128
13369,0707.3488,474
13370,0707.3797,400
13371,0707.2100,753
13372,0707.3538,24796
13373,0707.3781,110
13374,0707.0984,239
13375,0707.3570,455
13376,0707.1484,448
13377,0707.2343,457
13378,0707.2607,556
13379,0707.2049,234
13380,0707.2308,89
13381,0707.2363,136
13382,0707.2403,120
13383,0707.3813,161
13384,0707.4319,516
13385,0707.2919,574
13386,0707.2695,320
13387,0707.0891,7634
13388,0707.0580,801
13389,0707.2400,105
13390,0707.3228,267
13391,0707.4312,391
13392,0707.3482,46
13393,0707.1717,113
13394,0707.3432,355
13395,0707.3573,325
13396,0707.2073,334
13397,0707.3272,113
13398,0707.0315,133
13399,0707.1355,99
13400,0707.1352,119
13401,0707.3476,154
13402,0707.0794,4670
13403,0707.4125,355
13404,0707.2734,532
13405,0707.1980,294
13406,0707.3475,296
13407,0707.4638,523
13408,0707.3670,451
13409,0707.2955,514
13410,0707.2525,179
13411,0707.1711,300
13412,0707.2506,299
13413,0707.2931,388
13414,0707.2333,214
13415,0707.4181,194
13416,0707.3493,247
13417,0707.0008,17902
13418,0707.0901,447
13419,0707.3559,2962
13420,0707.3267,647
13421,0707.2762,278
13422,0707.2680,680
13423,0707.2865,382
13424,0707.0623,366
13425,0707.1865,122
13426,0707.4303,265
13427,0707.3108,100
13428,0707.2261,804
13429,0707.1158,401
13430,0707.2149,2386
13431,0707.0076,334
13432,0707.3554,472
13433,0707.3665,421
13434,0707.1456,280
13435,0707.3223,227
13436,0707.2705,559
13437,0707.0728,667
13438,0707.3233,144
13439,0707.0937,747
13440,0707.3035,273
13441,0707.4126,466
13442,0707.4352,653
13443,0707.1110,123
13444,0707.3782,759
13445,0707.2162,437
13446,0707.1385,2354
13447,0707.4375,421
13448,0707.0777,1332
13449,0707.3645,315
13450,0707.3690,553
13451,0707.1297,632
13452,0707.3347,356
13453,0707.2376,524
13454,0707.0446,367
13455,0707.2847,514
13456,0707.1241,263
13457,0707.1545,257
13458,0707.3786,238
13459,0707.1591,263
13460,0707.3165,524
13461,0707.4218,253
13462,0707.3259,329
13463,0707.3243,452
13464,0707.3516,376
13465,0707.1129,317
13466,0707.4093,195
13467,0707.0933,574
13468,0707.3232,380
13469,0707.4515,519
13470,0707.4439,235
13471,0707.2527,303
13472,0707.3529,269
13473,0707.2904,648
13474,0707.0220,447
13475,0707.1207,420
13476,0707.0050,586
13477,0707.1763,158
13478,0707.2768,270
13479,0707.4349,145
13480,0707.0177,776
13481,0707.4280,250
13482,0707.0531,321
13483,0707.4408,160
13484,0707.3922,320
13485,0707.3415,770
13486,0707.1829,377
13487,0707.2746,874
13488,0707.4599,811
13489,0707.3032,374
13490,0707.3412,978
13491,0707.4468,84
13492,0707.3520,445
13493,0707.4087,258
13494,0707.1260,182
13495,0707.3867,2425
13496,0707.3149,544
13497,0707.2505,103
13498,0707.2335,689
13499,0707.1358,247
13500,0707.2934,354
13501,0707.4167,331
13502,0707.0476,148
13503,0707.3466,198
13504,0707.1440,283
13505,0707.1235,306
13506,0707.3982,352
13507,0707.3957,424
13508,0707.0223,351
13509,0707.1654,325
13510,0707.3688,212
13511,0707.2327,454
13512,0707.2699,757
13513,0707.3807,19674
13514,0707.0288,563
13515,0707.4635,1026
13516,0707.1772,86
13517,0707.0473,222
13518,0707.0828,154
13519,0707.1970,330
13520,0707.4058,547
13521,0707.2188,419
13522,0707.3854,535
13523,0707.1198,302
13524,0707.0496,245
13525,0707.2690,426
13526,0707.1010,318
13527,0707.3006,267
